Category ID;Active (0/1);Name *;Parent category
10;1;Filmy
11;1;DVD;Filmy
12;1;Blu-Ray;Filmy
13;1;Blu-Ray 4K;Filmy
14;1;HD DVD;Filmy
15;1;DivX;Filmy
16;1;VCD;Filmy
17;1;Płyty 3D;Filmy
